"FMTNAME"	"START"	"END"	"LABEL"	"MIN"	"MAX"	"DEFAULT"	"LENGTH"	"FUZZ"	"PREFIX"	"MULT"	"FILL"	"NOEDIT"	"TYPE"	"SEXCL"	"EEXCL"	"HLO"	"DECSEP"	"DIG3SEP"	"DATATYPE"	"LANGUAGE"
"381"	"COMP1F"	"               1"	"               1"	"COMBINED DOCETAXEL GROUP"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"382"	"COMP2F"	"               0"	"               0"	"MITOXANTRONE"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"383"	"COMP2F"	"               1"	"               1"	"DOCETAXEL Q3 WEEKS"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"384"	"COMP3F"	"               0"	"               0"	"MITOXANTRONE"	1	40	16	16	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"385"	"COMP3F"	"               1"	"               1"	"DOCETAXEL WEEKLY"	1	40	16	16	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"386"	"COMP4F"	"               0"	"               0"	"DOCETAXEL WEEKLY"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"387"	"COMP4F"	"               1"	"               1"	"DOCETAXEL Q3 WEEKS"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"388"	"COUNTRYN"	"               1"	"               1"	"ARGENTINA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"389"	"COUNTRYN"	"               2"	"               2"	"AUSTRALIA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"390"	"COUNTRYN"	"               3"	"               3"	"AUSTRIA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"391"	"COUNTRYN"	"               4"	"               4"	"BELGIUM"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"392"	"COUNTRYN"	"               5"	"               5"	"BRAZIL"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"393"	"COUNTRYN"	"               6"	"               6"	"CANADA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"394"	"COUNTRYN"	"               7"	"               7"	"CZECH REPUBLIC"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"395"	"COUNTRYN"	"               8"	"               8"	"FINLAND"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"396"	"COUNTRYN"	"               9"	"               9"	"FRANCE"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"397"	"COUNTRYN"	"              10"	"              10"	"GERMANY"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"398"	"COUNTRYN"	"              11"	"              11"	"HUNGARY"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"399"	"COUNTRYN"	"              12"	"              12"	"IRELAND"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"400"	"COUNTRYN"	"              13"	"              13"	"ITALY"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"401"	"COUNTRYN"	"              14"	"              14"	"LEBANON"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"402"	"COUNTRYN"	"              15"	"              15"	"NETHERLANDS"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"403"	"COUNTRYN"	"              16"	"              16"	"NORWAY"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"404"	"COUNTRYN"	"              17"	"              17"	"POLAND"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"405"	"COUNTRYN"	"              18"	"              18"	"RUSSIA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"406"	"COUNTRYN"	"              19"	"              19"	"SLOVAKIA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"407"	"COUNTRYN"	"              20"	"              20"	"SOUTH AFRICA"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"408"	"COUNTRYN"	"              21"	"              21"	"SPAIN"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"409"	"COUNTRYN"	"              22"	"              22"	"SWEDEN"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"410"	"COUNTRYN"	"              23"	"              23"	"UNITED KINGDOM"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"411"	"COUNTRYN"	"              24"	"              24"	"UNITED STATES"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"412"	"CTRYGRP"	"               1"	"               1"	"ARGENTINA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"413"	"CTRYGRP"	"               2"	"               2"	"AUSTRALIA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"414"	"CTRYGRP"	"               3"	"               3"	"AUSTRIA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"415"	"CTRYGRP"	"               4"	"               4"	"BELGIUM"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"416"	"CTRYGRP"	"               5"	"               5"	"BRAZIL"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"417"	"CTRYGRP"	"               6"	"               6"	"CANADA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"418"	"CTRYGRP"	"               7"	"               7"	"CZECH REPUBLIC + SLOVAKIA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"419"	"CTRYGRP"	"               8"	"               8"	"FINLAND + NORWAY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"420"	"CTRYGRP"	"               9"	"               9"	"FRANCE"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"421"	"CTRYGRP"	"              10"	"              10"	"GERMANY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"422"	"CTRYGRP"	"              11"	"              11"	"HUNGARY"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"423"	"CTRYGRP"	"              12"	"              12"	"ITALY + LEBANON"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"424"	"CTRYGRP"	"              13"	"              13"	"NETHERLANDS"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"425"	"CTRYGRP"	"              14"	"              14"	"POLAND"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"426"	"CTRYGRP"	"              15"	"              15"	"RUSSIA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"427"	"CTRYGRP"	"              16"	"              16"	"SOUTH AFRICA"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"428"	"CTRYGRP"	"              17"	"              17"	"SPAIN"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"429"	"CTRYGRP"	"              18"	"              18"	"SWEDEN"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"430"	"CTRYGRP"	"              19"	"              19"	"UNITED KINGDOM + IRELAND"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"431"	"CTRYGRP"	"              20"	"              20"	"UNITED STATES"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"432"	"CYCLE"	"               0"	"               0"	"000"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"433"	"CYCLE"	"               1"	"               1"	"001"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"434"	"CYCLE"	"               2"	"               2"	"002"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"435"	"CYCLE"	"               3"	"               3"	"003"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"436"	"CYCLE"	"               4"	"               4"	"004"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"437"	"CYCLE"	"               5"	"               5"	"005"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"438"	"CYCLE"	"               6"	"               6"	"006"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"439"	"CYCLE"	"               7"	"               7"	"007"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"440"	"CYCLE"	"               8"	"               8"	"008"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"441"	"CYCLE"	"               9"	"               9"	"009"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"442"	"CYCLE"	"              10"	"              10"	"010"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"443"	"CYCLE"	"              11"	"              11"	"011"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"444"	"CYCLE"	"              12"	"              12"	"012"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"445"	"CYCLE"	"              13"	"              13"	"013"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"446"	"CYCLE"	"              14"	"              14"	"014"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"447"	"CYCLE"	"              15"	"              15"	"015"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"448"	"CYCLE"	"              16"	"              16"	"016"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"449"	"CYCLE"	"              17"	"              17"	"017"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"450"	"CYCLE"	"              18"	"              18"	"018"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"451"	"CYCLE"	"              19"	"              19"	"019"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"452"	"CYCLE"	"              20"	"              20"	"020"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"453"	"CYCLE"	"              21"	"              21"	"021"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"454"	"CYCLE"	"              22"	"              22"	"022"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"455"	"CYCLE"	"              23"	"              23"	"023"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"456"	"CYCLE"	"              24"	"              24"	"024"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"457"	"CYCLE"	"              25"	"              25"	"025"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"458"	"CYCLE"	"              26"	"              26"	"026"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"459"	"CYCLE"	"              27"	"              27"	"027"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"460"	"CYCLE"	"              28"	"              28"	"028"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"461"	"CYCLE"	"              29"	"              29"	"029"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"462"	"CYCLE"	"              30"	"              30"	"030"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"463"	"CYCLE"	"              31"	"              31"	"031"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"464"	"CYCLE"	"              32"	"              32"	"032"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"465"	"CYCLE"	"              33"	"              33"	"033"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"466"	"CYCLE"	"              34"	"              34"	"034"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"467"	"CYCLE"	"              35"	"              35"	"035"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"468"	"CYCLE"	"              36"	"              36"	"036"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"469"	"CYCLE"	"              37"	"              37"	"037"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"470"	"CYCLE"	"              38"	"              38"	"038"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"471"	"CYCLE"	"              39"	"              39"	"039"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"472"	"CYCLE"	"              40"	"              40"	"040"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"473"	"CYCLE"	"              41"	"              41"	"041"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"474"	"CYCLE"	"              42"	"              42"	"042"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"475"	"CYCLE"	"              43"	"              43"	"043"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"476"	"CYCLE"	"              44"	"              44"	"044"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"477"	"CYCLE"	"              45"	"              45"	"045"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"478"	"CYCLE"	"              46"	"              46"	"046"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"479"	"CYCLE"	"              47"	"              47"	"047"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"480"	"CYCLE"	"              48"	"              48"	"048"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"481"	"CYCLE"	"              49"	"              49"	"049"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"482"	"CYCLE"	"              50"	"              50"	"050"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"483"	"CYCLE"	"              51"	"              51"	"051"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"484"	"CYCLE"	"              52"	"              52"	"052"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"485"	"CYCLE"	"              53"	"              53"	"053"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"486"	"CYCLE"	"              54"	"              54"	"054"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"487"	"CYCLE"	"              55"	"              55"	"055"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"488"	"CYCLE"	"              56"	"              56"	"056"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"489"	"CYCLE"	"              57"	"              57"	"057"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"490"	"CYCLE"	"              58"	"              58"	"058"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"491"	"CYCLE"	"              59"	"              59"	"059"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"492"	"CYCLE"	"              60"	"              60"	"060"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"493"	"CYCLE"	"              61"	"              61"	"061"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"494"	"CYCLE"	"              62"	"              62"	"062"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"495"	"CYCLE"	"              63"	"              63"	"063"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"496"	"CYCLE"	"              64"	"              64"	"064"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"497"	"CYCLE"	"              65"	"              65"	"065"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"498"	"CYCLE"	"              66"	"              66"	"066"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"499"	"CYCLE"	"              67"	"              67"	"067"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"500"	"CYCLE"	"              68"	"              68"	"068"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"501"	"CYCLE"	"              69"	"              69"	"069"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"502"	"CYCLE"	"              70"	"              70"	"070"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"503"	"CYCLE"	"              71"	"              71"	"071"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"504"	"CYCLE"	"              72"	"              72"	"072"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"505"	"CYCLE"	"              73"	"              73"	"073"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"506"	"CYCLE"	"              74"	"              74"	"074"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"507"	"CYCLE"	"              75"	"              75"	"075"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"508"	"CYCLE"	"              76"	"              76"	"076"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"509"	"CYCLE"	"              77"	"              77"	"077"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"510"	"CYCLE"	"              78"	"              78"	"078"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"511"	"CYCLE"	"              79"	"              79"	"079"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"512"	"CYCLE"	"              80"	"              80"	"080"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"513"	"CYCLE"	"              81"	"              81"	"081"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"514"	"CYCLE"	"              82"	"              82"	"082"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"515"	"CYCLE"	"              83"	"              83"	"083"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"516"	"CYCLE"	"              84"	"              84"	"084"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"517"	"CYCLE"	"              85"	"              85"	"085"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"518"	"CYCLE"	"              86"	"              86"	"086"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"519"	"CYCLE"	"              87"	"              87"	"087"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"520"	"CYCLE"	"              88"	"              88"	"088"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"521"	"CYCLE"	"              89"	"              89"	"089"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"522"	"CYCLE"	"              90"	"              90"	"090"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"523"	"CYCLE"	"              91"	"              91"	"091"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"524"	"CYCLE"	"              92"	"              92"	"092"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"525"	"CYCLE"	"              93"	"              93"	"093"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"526"	"CYCLE"	"              94"	"              94"	"094"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"527"	"CYCLE"	"              95"	"              95"	"095"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"528"	"CYCLE"	"              96"	"              96"	"096"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"529"	"CYCLE"	"              97"	"              97"	"097"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"530"	"CYCLE"	"              98"	"              98"	"098"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"531"	"CYCLE"	"              99"	"              99"	"099"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"532"	"DCENSOR"	"               0"	"               0"	"CENSORED"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"533"	"DCENSOR"	"               1"	"               1"	"DEAD"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"534"	"DCENSRS"	"               0"	"               0"	"DEAD AFTER SURVIVAL CUT-OFF DATE"	1	40	32	32	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"535"	"DCENSRS"	"               1"	"               1"	"DEATH NOT OBSERVED"	1	40	32	32	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"536"	"DOS"	"               1"	"               1"	"UNDER"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"537"	"DOS"	"               8"	"               8"	"8 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"538"	"DOS"	"              10"	"              10"	"10 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"539"	"DOS"	"              12"	"              12"	"12 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"540"	"DOS"	"              20"	"              20"	"20 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"541"	"DOS"	"              25"	"              25"	"25 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"542"	"DOS"	"              30"	"              30"	"30 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"543"	"DOS"	"              45"	"              45"	"45 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"544"	"DOS"	"              60"	"              60"	"60 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"545"	"DOS"	"              75"	"              75"	"75 mg/m²"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"546"	"DRAE"	"               0"	"               0"	"<24h"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"547"	"DRLASTC"	"               0"	"               0"	"AND CONFIRMED STILL ALIVE AT SURVIVAL CUT-OFF DATE"	1	64	64	64	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"548"	"DRLASTC"	"               1"	"               1"	"AND LAST CONTACT<=6 MONTHS BEFORE SURVIVAL CUT-OFF DATE"	1	64	64	64	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"549"	"DRLASTC"	"               2"	"               2"	"AND LAST CONTACT>6 AND <=12 MONTHS BEFORE SURVIVAL CUT-OFF DATE"	1	64	64	64	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"550"	"DRLASTC"	"               3"	"               3"	"AND LAST CONTACT>12 AND <=18 MONTHS BEFORE SURVIVAL CUT-OFF DATE"	1	64	64	64	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"551"	"DRLASTC"	"               4"	"               4"	"AND LAST CONTACT>18 MONTHS BEFORE SURVIVAL CUT-OFF DATE"	1	64	64	64	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"552"	"DRUGN"	"               1"	"               1"	"DOCETAXEL Q3 WEEKS"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"553"	"DRUGN"	"               2"	"               2"	"DOCETAXEL WEEKLY"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"554"	"DRUGN"	"               3"	"               3"	"MITOXANTRONE"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"555"	"DRUGN"	"               4"	"               4"	"PREDNISONE"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"556"	"DRUGN"	"               5"	"               5"	"PREDNISOLONE"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"557"	"DRUGN"	"               6"	"               6"	"METHYLPREDNISOLONE"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"558"	"DRUGN"	"               7"	"               7"	"MITOMYCIN C"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"559"	"DRUGN"	"             100"	"             100"	"ALL"	1	40	18	18	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"560"	"DUR"	"              -1"	"              -1"	"UNK"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"561"	"DUR"	"               0"	"               0"	"<24"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"562"	"DUR"	"               1"	"               1"	"1"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"563"	"DUR"	"               2"	"               2"	"2"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"564"	"DUR"	"               3"	"               3"	"3"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"565"	"DUR"	"               4"	"               4"	"4"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"566"	"DUR"	"               5"	"               5"	"5"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"567"	"DUR"	"               6"	"               6"	"6"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"568"	"DUR"	"               7"	"               7"	"7"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"569"	"DUR"	"               8"	"               8"	"8"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
